State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[0][3]	m[0][4]	m[0][5]	m[0][6]	m[1][0]	m[1][1]	m[1][2]	m[1][3]	m[1][4]	m[1][5]	m[1][6]	m[2][0]	m[2][1]	m[2][2]	m[2][3]	m[2][4]	m[2][5]	m[2][6]	m[3][0]	m[3][1]	m[3][2]	m[3][3]	m[3][4]	m[3][5]	m[3][6]	m[4][0]	m[4][1]	m[4][2]	m[4][3]	m[4][4]	m[4][5]	m[4][6]	m[5][0]	m[5][1]	m[5][2]	m[5][3]	m[5][4]	m[5][5]	m[5][6]	m[6][0]	m[6][1]	m[6][2]	m[6][3]	m[6][4]	m[6][5]	m[6][6]	
2206000	-5272.2	0.951426	0.0257951	0.0100584	0.00327812	9.2064e-005	0.00659565	0.00275494	0.00888388	0.926581	0.0305332	0.0125984	0.00384251	0.00216509	0.0153962	0.000979048	0.205628	0.690889	0.0301318	0.00319623	0.0494968	0.0196788	0.0091111	0.311752	0.00147338	0.667007	0.00407196	0.00092939	0.00565482	0.208715	0.0527504	0.0427743	0.0139274	0.673936	0.00145009	0.00644706	0.157124	0.0432874	0.034482	0.0390166	0.0434346	0.674973	0.00768235	0.00297603	0.274976	0.00463798	0.0207196	0.0151215	0.0107022	0.670867	
2208000	-5308.16	0.94599	0.00671656	0.0248703	0.00149984	0.00356412	0.00978757	0.00757123	0.0186659	0.947067	0.00302395	0.0100818	0.0188001	0.00216509	0.000196309	0.0074251	0.227287	0.701766	0.00595271	0.00280129	0.034065	0.0207033	0.00370119	0.311752	0.00496073	0.670683	0.00174784	0.00658051	0.00057447	0.23811	0.0150903	0.0266466	0.0404669	0.67685	0.00113561	0.0017	0.0910955	0.0630977	0.0488532	0.104155	0.0206708	0.669383	0.00274521	0.0118773	0.28842	0.0203192	0.0028538	0.00108246	0.00396411	0.671483	
2210000	-5272.2	0.93362	0.0178889	0.000874597	0.00210214	0.0238637	0.000251329	0.0213995	0.000237966	0.963277	0.00302395	0.0215752	0.00208054	0.00571935	0.00408619	0.00552433	0.211135	0.680687	0.0213861	0.00896436	0.0056206	0.0666828	0.000105463	0.308631	0.0132528	0.675537	0.000643508	0.000830295	0.00100029	0.213765	0.00855999	0.0435611	0.0205474	0.69155	0.0217765	0.000240433	0.0776395	0.0839937	0.031617	0.0648427	0.0297045	0.696587	0.0156151	0.00247057	0.268325	0.00133243	0.0310091	0.0184152	0.00563401	0.672813	
2212000	-5269.63	0.901729	0.0163409	0.00427135	0.0487634	0.0123848	0.0031603	0.01335	0.0536193	0.919003	0.00113435	0.00396531	0.0123191	0.00472551	0.00523357	0.00197266	0.244956	0.693015	0.00949971	0.0145563	0.0249534	0.0110466	0.00470644	0.308631	0.010075	0.670908	0.000102775	0.00323115	0.00234609	0.257284	9.5762e-005	0.0262305	0.00545546	0.669842	0.0181074	0.0229854	0.0315265	0.0251376	0.024099	0.162683	0.0486936	0.677982	0.0298783	0.0168399	0.29421	0.00209325	0.00490238	0.00836384	0.00603246	0.667559	
2214000	-5240.21	0.961229	0.00290452	0.000160636	0.00756864	0.0116269	0.0031603	0.01335	0.0170989	0.941042	0.0249709	0.00249424	0.000519691	0.00320914	0.0106657	0.0230272	0.213855	0.705716	0.00556849	0.0206783	0.00946869	0.0216857	0.00762918	0.301626	0.0103055	0.666758	0.00301083	0.000361083	0.0103086	0.288918	0.0118739	0.00912903	0.00160152	0.679628	0.00502896	0.00382084	0.021439	0.0512438	0.00493801	0.0965698	0.0888847	0.703576	0.0333492	0.0063071	0.270338	0.0106724	0.00363739	0.00933402	0.0297068	0.670005	
2216000	-5274.54	0.909357	0.0310778	0.0172335	0.0136982	0.0165866	0.00271616	0.00933095	0.00321468	0.932722	0.0163203	0.0280732	0.0128754	0.00227964	0.00451442	0.00307104	0.216645	0.696437	0.0224898	0.00437536	0.0134987	0.0434829	0.0134298	0.30296	0.00476743	0.66974	0.00279522	0.0017749	0.00453309	0.264841	0.00135518	0.0415484	0.020065	0.667118	0.00340802	0.00166406	0.000797853	0.0979959	0.00626102	0.0641594	0.0608507	0.732566	0.0373693	0.00378197	0.270636	0.0126502	0.0306609	0.00739699	0.00479503	0.670079	
2218000	-5287.67	0.945212	0.0270089	0.00685733	0.0018332	0.00704134	0.00271616	0.00933095	0.0274039	0.831112	0.000710906	0.124469	0.00951043	0.00227964	0.00451442	0.0153295	0.184289	0.69388	0.0290692	0.00713817	0.0293639	0.04093	0.0154416	0.285215	0.00122774	0.667675	0.00109746	0.0105593	0.0187842	0.275371	0.00394446	0.0245057	0.00599595	0.678415	0.00314779	0.00862029	0.0462322	0.134552	0.0843922	0.0505761	0.00430855	0.677489	0.00244978	0.03129	0.233727	0.0169916	0.0166922	0.000595425	0.0240271	0.676676	
2220000	-5265.66	0.983036	0.00317286	0.00168239	0.00224462	0.00103195	0.00315036	0.00568153	0.00142615	0.97709	0.000207063	0.000757252	0.00540746	0.0137241	0.00138758	0.0453277	0.195682	0.696492	0.010443	0.00832536	0.00256533	0.0411647	0.00553087	0.288372	0.00319474	0.67649	0.00520713	0.00251203	0.0186934	0.286057	0.0106141	0.0040066	0.0166135	0.675808	0.00217328	0.00472731	0.0364244	0.167241	0.0343675	0.0500881	0.0024678	0.699084	0.0103273	0.026362	0.276344	0.00528946	0.00813765	0.00129625	0.00654576	0.676025	
2222000	-5292.73	0.913022	0.00465228	0.020525	0.00661738	0.0133791	0.00996717	0.0318365	0.0226592	0.901572	0.00841543	0.0373329	0.0133769	0.00773765	0.00890605	0.00978386	0.261385	0.68013	0.0111423	0.00157367	0.001231	0.0347543	0.0066759	0.297478	0.000272605	0.66889	0.00262678	0.00100178	0.0230549	0.248938	0.0550381	0.00676949	0.00029408	0.681131	0.00249787	0.00533111	0.119684	0.01031	0.0467896	0.141495	0.00642004	0.67332	0.00198174	0.013875	0.251843	0.0155502	0.0119308	0.0139269	0.00683047	0.686044	
2224000	-5268.94	0.922177	0.023428	0.00911448	0.00462393	0.0321426	0.00171971	0.00679387	0.0235918	0.938325	0.0012183	0.0166025	0.00323972	0.00811705	0.00890605	0.00605959	0.260236	0.66855	0.00536299	0.0068025	0.00678708	0.0462022	0.00174142	0.305274	0.00155135	0.666688	0.00999755	0.0048157	0.00993183	0.2402	0.0358449	0.00147554	0.005225	0.667799	0.0092268	0.0402285	0.0898205	0.103035	0.0229798	0.0691364	0.0143801	0.668003	0.0326448	0.0016075	0.251843	0.00843515	0.0331274	0.0165096	0.00419412	0.684283	
2226000	-5267.18	0.940981	0.0155842	0.0113021	0.00672397	0.00747207	0.000839726	0.0170965	0.0226945	0.869345	0.0125422	0.00851811	0.00153372	0.00469232	0.0806739	0.00889589	0.258686	0.668652	0.00153232	0.0106691	0.0159509	0.0356147	0.0018098	0.314135	0.0013263	0.66978	0.00506522	0.000128269	0.00775536	0.245701	0.0237904	0.0178859	0.00450632	0.678317	0.00776583	0.0220336	0.0869447	0.0900547	0.04247	0.0862958	0.00853213	0.670934	0.0147682	0.00968873	0.23297	0.00704721	0.0136002	0.0150586	0.0216032	0.700032	
2228000	-5241.64	0.887512	0.0108046	0.0159599	0.00656108	0.0100144	0.0425245	0.0266235	0.00249506	0.957417	0.00794712	0.0194701	0.00153372	0.00469232	0.00644494	0.00160528	0.286803	0.67603	0.00187413	0.0171392	0.000370849	0.0161781	0.0166883	0.283648	0.000666781	0.677039	0.0047685	0.00198109	0.0152076	0.226917	0.0135856	0.0435514	0.0131113	0.668039	0.0305008	0.00429505	0.113046	0.0655798	0.0539264	0.0221109	0.0178816	0.706262	0.0211927	0.0255224	0.25743	0.00471375	0.0064804	0.00394835	0.0290538	0.672851	
2230000	-5270.58	0.916055	0.0123156	0.0109207	0.00656108	0.0324685	0.0092185	0.0124609	0.0279813	0.863927	0.0549007	0.00492157	0.0290636	0.0133176	0.00588849	0.0066991	0.293633	0.671876	0.000418459	0.00259853	0.00279379	0.0219806	0.0159069	0.269865	0.00281634	0.685395	0.00584249	0.00470352	0.0154706	0.217181	0.0225331	0.0143831	0.0362954	0.671896	0.0267779	0.0109335	0.0285767	0.114653	0.0221112	0.0643334	0.0626739	0.676257	0.0313952	0.00338365	0.265901	0.00145999	0.0122542	0.00808802	0.0234854	0.685428	
2232000	-5275.04	0.948117	0.0156387	0.000196485	0.00881444	0.000119208	0.00893727	0.0181773	0.00700494	0.887898	0.0104178	0.0351264	0.00665304	0.0070672	0.0458325	0.0228822	0.20714	0.683673	0.0268045	0.012193	0.0183381	0.0289687	0.0158538	0.292604	0.00419404	0.680222	0.00221288	0.000258156	0.00465523	0.218969	0.0347495	0.0077931	0.0179191	0.672221	0.00558245	0.0427651	0.0201195	0.153304	0.00481753	0.0886488	0.00633556	0.720772	0.00600351	0.00202371	0.238806	0.0282785	0.00216538	0.0499602	0.00780846	0.670958	
2234000	-5299.38	0.950391	0.0192344	0.0135106	0.00105579	0.000119208	0.00074997	0.0149393	0.0455415	0.918853	0.00489471	0.00428396	0.00842798	0.011929	0.00606992	0.0161107	0.237351	0.669347	0.0298693	0.00204835	0.0055367	0.0397367	0.0021705	0.294944	0.00568832	0.679058	0.000112842	0.00675435	0.0112722	0.22725	0.0435013	0.00260645	0.00474327	0.674627	0.0296983	0.0175738	0.0824888	0.0452562	0.022432	0.105321	0.0620888	0.670494	0.0119198	0.00132075	0.231042	0.023117	0.0204126	0.00563468	0.0234321	0.695041	
2236000	-5326.83	0.815282	0.0475394	0.0311582	0.0588163	0.00137559	0.00074997	0.0450788	0.0425006	0.899059	0.00988078	0.00428396	0.0403514	0.000556183	0.00336823	0.000472418	0.233499	0.678901	0.000435386	0.00586132	0.0144239	0.0664074	0.00399844	0.248768	0.0119228	0.684457	0.00430254	0.029222	0.0173286	0.191033	0.0810413	0.000361767	0.0122028	0.680943	0.00837628	0.0260415	0.0688504	0.129533	0.0141104	0.0182759	0.0422405	0.679204	0.0477857	0.00893621	0.189293	0.00286717	0.0939387	0.0147468	0.020682	0.669536	
2238000	-5268.08	0.834496	0.0820014	0.00896049	0.0541853	0.00137559	0.000366636	0.0186149	0.00453704	0.920725	0.00379151	0.0057724	0.0438096	0.000556183	0.0208087	0.00917924	0.261281	0.668351	0.0106218	0.00583214	0.0153601	0.0293751	0.0128838	0.27107	0.0194012	0.678846	0.00592056	0.00226301	0.00961515	0.211478	0.0566281	0.000766011	0.00717425	0.681898	0.0058115	0.0362434	0.0270268	0.0827616	0.0149547	0.0428685	0.0993804	0.681506	0.0515016	0.013581	0.25307	0.0209274	0.00984703	0.00519054	0.0238089	0.673575	
2240000	-5286.59	0.933575	0.00170806	0.0329804	0.00620918	0.0228353	0.000366636	0.002325	0.00464924	0.919307	0.0398303	0.00135962	0.0082068	0.000556183	0.0260913	0.00105817	0.254591	0.67319	0.0229513	0.00125458	0.00665341	0.0403019	0.0305217	0.235275	0.0241293	0.672115	0.00120071	0.0144693	0.0222891	0.219041	0.056894	0.00582176	0.0153005	0.680206	0.0170308	0.00570584	0.0821355	0.119746	0.0384282	0.0235189	0.00763134	0.699504	0.0290362	0.023816	0.203848	0.0276471	0.061552	0.00729256	0.00189194	0.673952	
2242000	-5331.49	0.921527	0.0285065	0.00144816	0.00281183	0.0038235	0.0280111	0.0138717	0.00574849	0.832447	0.0279524	0.0270698	0.0485113	0.0455064	0.0127645	0.000228354	0.24689	0.666675	0.0106132	0.0128301	0.00212107	0.0606424	0.0119138	0.262549	0.00768198	0.692439	0.0101029	0.00555114	0.00976217	0.19099	0.0399725	0.0107236	0.0032809	0.715596	0.0207482	0.0186889	0.00836099	0.0776655	0.0245005	0.0287586	0.148824	0.689586	0.0223045	0.0165728	0.205855	0.0299556	0.0200021	0.0287706	0.00874097	0.690103	
2244000	-5295.02	0.902226	0.00941892	0.0358821	0.000794586	0.0104762	0.0118956	0.0293063	0.00124688	0.907543	0.0116981	0.00464832	0.0277358	0.0202442	0.026884	0.0078585	0.24689	0.668639	0.00205266	0.0230558	0.0162291	0.0352748	0.0424126	0.255022	0.00814479	0.672367	0.0132927	0.00250232	0.00625881	0.197374	0.0165346	0.0140283	0.00563102	0.6796	0.0216488	0.0651834	0.00268716	0.208251	0.023776	0.00261977	0.00161905	0.733672	0.0273755	0.0119616	0.202205	0.0654062	0.00183245	0.00929642	0.02631	0.682988	
2246000	-5309.17	0.885405	0.0769142	0.000407082	0.0148031	0.000601491	0.00968026	0.0121891	0.00117025	0.947988	0.026755	0.00285878	0.00884762	0.00383753	0.00854328	0.00644316	0.245998	0.668302	0.0180319	0.0139422	0.0026624	0.0446206	0.0465874	0.263035	0.0006183	0.669215	0.00137979	0.00391321	0.0152517	0.204183	0.0401688	0.0480812	0.00147544	0.685537	0.00201027	0.0185443	0.0195453	0.133005	0.00861639	0.0840436	0.00804846	0.743357	0.00338467	0.0175393	0.183122	0.103754	0.00415218	0.00451998	0.00696066	0.679952	
2248000	-5271.72	0.945828	0.0129995	0.0103005	0.0154787	0.00350435	0.0116716	0.00021694	8.2578e-005	0.963023	0.0081725	0.0126708	0.00308661	0.00383753	0.00912748	0.00769447	0.230544	0.677854	0.02124	0.0294623	0.0115515	0.0216529	0.0265293	0.263035	0.0246702	0.666939	0.00198054	0.0083324	0.00851417	0.137561	0.0782547	0.00340765	0.0188906	0.670065	0.0743827	0.0174378	0.0173658	0.18739	0.0415135	0.0655199	0.00290063	0.681465	0.00384497	0.000693305	0.209655	0.0230324	0.0619172	0.0182706	0.0119237	0.674508	
2250000	-5271.8	0.932268	0.0207568	0.0118176	0.0129503	0.00657368	0.0103855	0.00524852	0.00900633	0.925813	0.00299564	0.0315436	0.00303645	0.0162931	0.0113116	0.0100645	0.213675	0.672285	0.0194977	0.0433275	0.0182687	0.0228816	0.0293179	0.273697	0.0130744	0.674077	0.00309447	0.00642205	0.000316959	0.183881	0.0472625	0.00357689	0.0119583	0.672245	0.0360442	0.0450327	0.170837	0.00143471	0.020059	0.0470316	0.0459575	0.680052	0.0346278	0.053713	0.209655	0.0230974	0.0143338	0.00303668	0.00879692	0.687367	
2252000	-5308.72	0.880352	0.0294757	0.0232908	0.00653634	0.00978088	0.0447009	0.0058631	0.0112918	0.90728	0.0132236	0.0144542	0.0192352	0.0286575	0.00585763	0.0270146	0.254456	0.680528	0.000976297	0.00518462	0.00222086	0.0296192	0.0128839	0.256532	0.0031082	0.693119	0.0166763	0.0107292	0.00695076	0.176028	0.058142	0.00298761	0.00907173	0.680567	0.052953	0.020251	0.0198376	0.0306606	0.0760127	0.109905	0.0609349	0.697339	0.00531002	0.0995846	0.191596	0.00151643	0.00470022	0.0059235	0.0180607	0.678618	
2254000	-5293.73	0.88684	0.0128647	0.0440199	0.0116604	0.00883723	0.033997	0.00178059	0.0191289	0.929227	0.0020685	0.0176881	0.010831	0.0151984	0.00585763	0.00240515	0.264458	0.667477	0.00757744	0.000398607	0.00235948	0.0553242	0.0183692	0.274004	0.00759661	0.686545	0.00248582	0.00192779	0.00907158	0.197459	0.0316203	0.000680831	0.00667603	0.695283	0.065731	0.00255048	0.0366074	0.0335522	0.0482404	0.0971887	0.0868755	0.696274	0.00126217	0.0161583	0.191596	0.00498533	0.00818621	0.0105632	0.0932455	0.675265	
2256000	-5295.65	0.939985	0.010969	0.013005	0.00693615	0.000117883	0.0134269	0.0155598	0.0114839	0.912809	0.0020685	0.00300655	0.00584213	0.0106591	0.0541312	0.0163321	0.268832	0.667447	0.0036755	0.0174368	0.00173976	0.0245369	0.0102913	0.290204	0.0080574	0.6815	0.00227321	0.00312433	0.00455016	0.139361	0.0616226	0.0455714	0.0107814	0.685367	0.0541688	0.00312698	0.0102947	0.057304	0.0883205	0.0603923	0.0145841	0.759442	0.00966278	0.000652571	0.191302	0.0259373	0.0106557	0.0902397	0.0096238	0.671588	
2258000	-5262.16	0.91229	0.0368803	0.0123787	0.0132554	0.00608735	0.0070044	0.0121036	0.000990086	0.934825	0.001542	0.0166275	0.00890908	0.0273476	0.00975829	0.0149055	0.25611	0.67022	0.0183701	0.00351698	0.00158874	0.0352886	0.0140567	0.272535	0.00298142	0.680884	0.00493678	0.00395418	0.0206513	0.128817	0.0655665	0.0137592	0.0144547	0.68939	0.0726705	0.0153426	0.0423285	0.103331	0.0384875	0.0442353	0.0182638	0.71118	0.0421738	0.00260499	0.181762	0.0579517	0.00659225	0.0711953	0.012269	0.667625	
2260000	-5244.94	0.891827	0.0510849	0.0129111	0.00610291	0.0223176	0.0100035	0.0057532	0.0422731	0.909862	0.0155862	0.0183116	0.00798059	0.00375435	0.00223242	0.0017535	0.25611	0.680831	0.00925114	0.0088326	0.0161656	0.0270558	0.00764649	0.272042	0.00198853	0.689256	0.00183656	0.0252095	0.00202032	0.161758	0.0921072	0.00511721	0.0258266	0.679994	0.0285426	0.00665409	0.102643	0.151791	0.0193823	0.0146506	0.0192376	0.674607	0.0176883	0.0118411	0.200983	0.00942476	0.0150966	0.0222824	0.0236176	0.716755	
2262000	-5309.61	0.882507	0.0320892	0.0354148	0.010224	0.0171816	0.0140728	0.00851086	0.0321425	0.888273	0.000426659	0.0146715	0.0581957	0.00405866	0.00223242	0.00102847	0.244638	0.675532	0.0100661	0.00142733	0.0242609	0.0430475	0.0283522	0.234432	0.0188312	0.679798	0.0028246	0.00999616	0.0257659	0.187632	0.0552432	0.00274699	0.00857119	0.696578	0.0389943	0.0102344	0.0245603	0.264121	0.0210606	0.016743	0.00311634	0.668291	0.00210835	0.045461	0.230698	0.00864874	0.0133532	0.00442942	0.00827446	0.689135	
2264000	-5302.24	0.908878	0.00523279	0.0181506	0.00160489	0.00742653	0.0135365	0.0451712	0.00208986	0.917452	0.0298513	0.00434953	0.0218433	0.00539528	0.0190186	0.00469678	0.25429	0.668098	0.0259068	0.00579343	0.0289471	0.0122682	0.0125487	0.267009	0.00788457	0.687995	0.00453729	0.00569269	0.0143324	0.148479	0.0609877	0.0177098	0.0255826	0.679475	0.0536594	0.0141063	0.0363181	0.211281	0.0634626	0.00718095	0.00860372	0.667115	0.00603895	0.0139003	0.240791	0.0199038	0.0412868	0.00179493	0.00253114	0.679792	
2266000	-5287.96	0.903421	0.0198665	0.00138325	0.0114527	0.0195352	0.0228048	0.0215363	0.0226046	0.896097	0.00517709	0.00169469	0.00605431	0.0213712	0.0470011	0.0362647	0.210385	0.666885	0.0397353	0.00298447	0.00548707	0.0382589	0.0108845	0.233279	0.0113701	0.697012	0.0113305	0.0310848	0.00503945	0.199677	0.0256032	0.017085	0.0413561	0.675994	0.0235828	0.016702	0.0676376	0.0208414	0.0128721	0.125814	0.00814596	0.70512	0.0595688	0.0275534	0.182628	0.0473748	0.055526	0.000345854	0.005958	0.680613	
2268000	-5302.32	0.903205	0.0318423	0.020827	0.0155024	0.0108393	0.0104955	0.00728883	0.0150659	0.926489	0.0157339	0.00520644	0.0208158	0.0116782	0.00501065	0.0190181	0.202572	0.672996	0.00493971	0.00810492	0.018544	0.0738252	0.102768	0.196486	0.0139019	0.679575	0.000661458	0.00133628	0.00527076	0.157731	0.0471013	0.0204889	0.00150816	0.720778	0.0307769	0.0216157	0.0340582	0.0558555	0.0819553	0.122105	0.0309057	0.668916	0.00620387	0.0208633	0.251824	0.0203998	0.00443007	0.00359141	0.00485357	0.694037	
2270000	-5267.8	0.890718	0.0128038	0.0093555	0.00355636	0.0190989	0.0630098	0.00145742	0.00259455	0.900346	0.0752437	0.00874566	0.00539824	0.002534	0.00513761	0.00860687	0.25369	0.683764	0.0211509	0.00207659	0.0147616	0.0159493	0.067797	0.202873	0.0217483	0.68739	0.013698	0.00123784	0.00525534	0.193522	0.0315734	0.0279246	0.000182215	0.668665	0.0466577	0.0314748	0.0226621	0.0653002	0.0180625	0.196203	0.0183187	0.67303	0.00642371	0.00518857	0.238788	0.00706777	0.0148631	0.0147634	0.0191896	0.700139	
2272000	-5317.14	0.951968	0.0172211	0.0193482	0.000289048	0.00590929	0.00396863	0.00129595	0.0032527	0.925948	0.0216868	0.0319891	0.00475475	0.0114883	0.000879891	0.00125551	0.194177	0.677112	0.0560603	0.00717447	0.0037867	0.0604343	0.0152703	0.272555	0.00797246	0.685686	6.68478e-005	0.00694584	0.0115039	0.16815	0.0306542	0.0281417	0.0378952	0.680753	0.0183448	0.0360612	0.00546849	0.046917	0.0205518	0.232385	0.014294	0.67845	0.00193352	0.0118088	0.236543	0.00613166	0.010075	0.0543668	0.0137865	0.667288	
2274000	-5312.36	0.888428	0.0575531	0.0164494	0.00725962	0.00579545	0.00540082	0.0191136	0.00015537	0.934938	0.00643178	0.0206843	0.00547291	0.00167139	0.030646	0.0354759	0.176434	0.712808	0.00144839	0.00174343	0.0559344	0.0161551	0.0187209	0.280947	0.00629636	0.677864	0.00254361	0.0105819	0.00304675	0.169009	0.0729448	0.0182252	0.0246753	0.677531	0.0315694	0.00604528	0.0215529	0.0370014	0.0129021	0.142961	0.0256511	0.755395	0.00453599	0.0185979	0.199527	0.0415435	0.0132267	0.0356582	0.0191693	0.672277	
2276000	-5274.65	0.906329	0.0501142	0.0130206	0.00810671	0.0144988	0.00290536	0.00502507	0.0110196	0.917922	0.000521991	0.00402236	0.0235343	0.0364664	0.00651384	0.0249521	0.207075	0.69819	0.00469734	0.000134685	0.0400868	0.024864	0.00295367	0.281285	0.00662047	0.69539	0.000816902	0.00246967	0.0104645	0.205601	0.0266667	0.0034653	0.0243206	0.685765	0.0387723	0.0154082	0.00540337	0.0896549	0.0344586	0.016081	0.0223191	0.736625	0.0954578	0.0219433	0.209367	0.00450867	0.000486865	0.00295981	0.0565216	0.704213	
2278000	-5278.2	0.893113	0.0104794	0.0013019	0.0617493	0.0120524	0.00980192	0.0115017	0.00474879	0.921302	0.0252095	0.00361848	0.0015904	0.023121	0.0204095	0.0128831	0.17774	0.710557	0.0131636	0.0196812	0.0129506	0.0530244	0.00629138	0.265233	0.00280393	0.705594	0.00707055	0.00526298	0.00774352	0.1873	0.0465053	0.000526303	0.00202272	0.679077	0.0796032	0.00496539	0.0201509	0.136343	0.0129701	0.0422173	0.075223	0.700807	0.0122892	0.0460771	0.220179	0.0207352	0.00349033	0.00861359	0.0171337	0.683771	
2280000	-5276.25	0.936397	0.0241457	0.00145742	0.00711646	0.0249246	0.00500223	0.000956431	0.0496078	0.865123	0.025163	0.020576	0.0152496	0.00812439	0.0161561	0.0035044	0.228027	0.690917	0.0143218	0.00360035	0.00251907	0.0571105	0.00807901	0.283521	0.00398452	0.695751	8.19404e-005	0.00124847	0.00733402	0.222363	0.0583411	0.0193401	0.00488099	0.685111	0.00794769	0.00201645	0.00921882	0.0939521	0.00583393	0.112664	0.00866308	0.708083	0.0615853	0.0329099	0.231438	6.94733e-005	0.0045843	0.0176329	0.00033955	0.713026	
2282000	-5277.58	0.93518	0.00337925	0.034899	0.000435119	0.0102288	0.00467765	0.0111997	0.00207464	0.891848	0.0282125	0.010765	0.0119495	0.0408256	0.0143253	0.000451047	0.224914	0.710102	0.00471615	0.00523451	0.00287058	0.0517117	0.027086	0.264074	0.00980435	0.687517	0.000568216	0.00376678	0.00718343	0.201819	0.0537885	0.0245503	0.00299516	0.697943	0.00851095	0.0103935	0.0467872	0.0605461	0.0281762	0.0325486	0.0275294	0.795824	0.00858816	0.075367	0.201059	0.0124376	0.0160358	0.0148348	0.00491825	0.675348	
2284000	-5334.76	0.894125	0.0381812	0.00465386	0.019599	0.0300438	0.00790885	0.00548786	0.0112516	0.900837	0.00872194	0.0265685	0.018519	0.00857977	0.0255217	0.00648009	0.187005	0.681548	0.0153094	0.0108739	0.0553966	0.0433874	0.00401321	0.281249	0.0159106	0.686135	0.00169365	0.00589173	0.00510666	0.223204	0.0748629	0.00929888	0.01087	0.66696	0.0143582	0.000446231	0.015488	0.0714922	0.0483771	0.0562021	0.00388064	0.716706	0.0878536	0.0364263	0.227403	0.0311925	0.00840027	0.00138834	0.0219809	0.673208	
2286000	-5307.46	0.904063	0.00267149	0.0113308	0.02599	0.0151754	0.0081663	0.0326034	0.000363407	0.966195	0.00790529	0.0069754	0.00460573	0.0049984	0.00895697	0.0104816	0.24785	0.691206	0.0106476	0.00538167	0.0049604	0.0294725	0.00726709	0.26676	3.02333e-005	0.698258	0.00123476	0.00624961	0.0202	0.22627	0.0773139	0.00300347	0.0113405	0.672815	0.00228385	0.00697326	0.120757	0.0542778	0.00531444	0.0556751	0.0200365	0.73474	0.0091996	0.0431054	0.242755	0.00465181	0.013128	0.0073763	0.0188486	0.670135	
2288000	-5292.26	0.908371	0.00622685	0.0069267	0.0285261	0.0146482	0.0293182	0.00598269	0.064754	0.865145	0.00357455	0.0235626	0.0113152	0.00426115	0.0273871	0.00595157	0.275113	0.684236	0.000765617	0.0183406	0.00506813	0.0105247	0.00504212	0.276398	0.000934197	0.695065	0.00278785	0.0114309	0.00834223	0.203285	0.0530548	0.010642	0.00519222	0.686073	0.00436429	0.0373888	0.0205164	0.120617	0.0109113	0.0896735	0.0123948	0.713474	0.0324131	0.0224695	0.206237	0.0295828	0.002064	0.0312108	0.0244508	0.683985	
2290000	-5306.81	0.960702	0.00698714	0.00689997	0.00537493	0.000248684	0.00273383	0.0170537	0.0114942	0.902114	0.00357455	0.0138013	0.0165462	0.0135939	0.0388758	0.0086172	0.202082	0.700385	0.00756594	0.00281905	0.00163137	0.0768997	0.00120159	0.281682	0.00147675	0.696359	0.00532492	0.00510395	0.00885098	0.177535	0.0518907	0.0160415	0.0499629	0.686265	0.00134039	0.0169647	0.014948	0.209181	0.0129283	0.0432678	0.0117165	0.687143	0.0208152	0.0759869	0.184415	0.00840931	0.000800223	0.0426957	0.0160182	0.671674	
